ad2-t1-cr04,Vlan3047,NO
ad2-t1-cr04,Vlan3048,NO
ad2-t1-cr04,Vlan3050,NO
ad2-t1-cr04,Vlan3500,NO
ad2-t1-cr04,Vlan3553,NO
ad2-t1-cr04,Vlan3554,NO
ad2-t1-cr04,Vlan3555,NO
ad2-t1-cr04,Vlan3560,NO
ad2-t1-cr04,Vlan3561,NO
ad2-t1-cr04,Vlan3563,NO
ad2-t1-cr04,Vlan3564,NO
ad2-t1-cr04,Vlan3565,NO
ad2-t1-cr04,Vlan3567,NO
ad2-t1-cr04,Vlan3571,NO
ad2-t1-cr04,Vlan3573,NO
ad2-t1-cr04,Vlan3574,NO
ad2-t1-cr04,Vlan3576,NO
ad2-t1-cr04,Vlan3579,NO
ad2-t1-cr04,Vlan3580,NO
ad2-t1-cr04,Vlan3582,NO
ad2-t1-cr04,Vlan3584,NO
ad2-t1-cr04,Vlan3590,NO
ad2-t1-cr04,Vlan3592,NO
ad2-t1-cr04,Vlan3595,NO
ad2-t1-cr04,Vlan3596,NO
ad2-t1-cr04,Vlan3599,NO
ad2-t1-cr04,Vlan3600,NO
ad2-t1-cr04,Vlan3606,NO
ad2-t1-cr04,Vlan3612,NO
ad2-t1-cr04,Vlan3616,NO
ad2-t1-cr04,Vlan3617,NO
ad2-t1-cr04,Vlan3621,NO
ad2-t1-cr04,Vlan3623,NO
ad2-t1-cr04,Vlan3626,NO
ad2-t1-cr04,Vlan3627,NO
ad2-t1-cr04,Vlan3628,NO
ad2-t1-cr04,Vlan3629,NO
ad2-t1-cr04,Vlan3637,NO
ad2-t1-cr04,Vlan3641,NO
ad2-t1-cr04,Vlan3687,NO
ad2-t1-cr04,Vlan3852,NO
ad2-t1-cr04,Vlan3859,NO
ad2-t1-cr04,Vlan3862,NO
ad2-t1-cr04,Vlan3870,NO
ad2-t1-cr04,Vlan3871,NO
ad2-t1-cr04,Vlan3872,NO
ad2-t1-cr04,Vlan3873,NO
ad2-t1-cr04,Vlan3874,NO
ad2-t1-cr04,Vlan3875,NO
ad2-t1-cr04,Vlan3876,NO
ad2-t1-cr04,Vlan3878,NO
ad2-t1-cr04,Vlan3881,NO
ad2-t1-cr04,Vlan3882,NO
ad2-t1-cr04,Vlan3894,NO
ad2-t1-cr04,Vlan3896,NO
ad2-t1-cr04,Vlan3900,NO
ad2-t1-cr04,Vlan3904,NO
ad2-t1-cr04,Vlan3905,NO
ad2-t1-cr04,Vlan3911,NO
ad2-t1-cr04,Vlan3914,NO
ad2-t1-cr04,Vlan3918,NO
ad2-t1-cr04,Vlan3922,NO
ad2-t1-cr04,Vlan3923,NO
ad2-t1-cr04,Vlan3924,NO
ad2-t1-cr04,Vlan3927,NO
ad2-t1-cr04,Vlan3931,NO
ad2-t1-cr04,Vlan3933,NO
ad2-t1-cr04,Vlan3934,NO
ad2-t1-cr04,Vlan3935,NO
ad2-t1-cr04,Vlan3936,NO
ad2-t1-cr04,Vlan3939,NO
ad2-t1-cr04,Vlan3941,NO
ad2-t1-cr04,Vlan3942,NO
ad2-t1-cr04,Vlan3943,NO
ad2-t1-cr04,Vlan3950,NO
ad2-t1-cr04,Vlan3951,NO
ad2-t1-cr04,Vlan3954,NO
ad2-t1-cr04,Vlan3955,NO
ad2-t1-cr04,Vlan3960,NO
ad2-t1-cr04,Vlan3961,NO
ad2-t1-cr04,Vlan3966,NO
ad2-t1-cr04,Vlan3967,NO
ad2-t1-cr04,Vlan3972,NO
ad2-t1-cr04,Vlan3975,NO
ad2-t1-cr04,Vlan3976,NO
ad2-t1-cr04,Vlan3982,NO
ad2-t1-cr04,Vlan3986,NO
ad2-t1-cr04,Vlan3989,NO
ad2-t1-cr04,Vlan3996,NO
ad2-t1-off-cam-wi6-as01,Vlanif2305,NO
abi-t1a-v38x-rt02-kpi-ts,Loopback0,NO
abi-t1a-v38x-rt02-kpi-ts,GigabitEthernet0/0.2400,NO
abi-t1a-v38x-rt02-kpi-ts,GigabitEthernet0/0.3041,NO
abi-t1a-v38x-rt02-kpi-ts,GigabitEthernet0/1,YES
ad2-t1-cr03,Loopback0,NO
ad2-t1-cr03,Loopback1,NO
ad2-t1-cr03,Loopback777,NO
ad2-t1-cr03,Loopback12345,NO
ad2-t1-cr03,GigabitEthernet0/1,YES
ad2-t1-cr03,GigabitEthernet0/1.1550,NO
ad2-t1-cr03,GigabitEthernet0/2.10,NO
ad2-t1-cr03,GigabitEthernet0/2.139,NO
ad2-t1-cr03,GigabitEthernet0/2.172,NO
ad2-t1-cr03,GigabitEthernet0/2.236,NO
ad2-t1-cr03,GigabitEthernet0/2.395,NO
ad2-t1-cr03,GigabitEthernet0/2.402,NO
ad2-t1-cr03,GigabitEthernet0/2.2305,NO
ad2-t1-cr03,GigabitEthernet0/2.2453,NO
ad2-t1-cr03,GigabitEthernet0/2.2851,NO
ad2-t1-cr03,GigabitEthernet0/2.2854,NO
ad2-t1-cr03,GigabitEthernet0/2.2880,NO
ad2-t1-cr03,GigabitEthernet0/2.2955,NO
ad2-t1-cr03,GigabitEthernet0/2.3050,NO
ad2-t1-cr03,GigabitEthernet0/2.3401,NO
ad2-t1-cr03,GigabitEthernet0/2.3444,NO
ad2-t1-cr03,GigabitEthernet0/2.3640,NO
ad2-t1-cr03,GigabitEthernet0/2.3650,NO
ad2-t1-cr03,GigabitEthernet0/2.3775,NO
ad2-t1-cr03,GigabitEthernet0/3,YES
ad2-t1-cr03,GigabitEthernet0/3.1550,NO
ad2-t1-cr03,Serial4/0,NO
